Original File Name:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\data/AAC-AAXXX-Admin_RA-run_1-2014_Aug_21_0854.csv,Time:,2014_Aug_21_0854,Parameter File:,\\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\T1000_AAC_Schedule1.csv,Post-question file:,T1000_AAC_PostQuestions.csv,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('FIXATION_ONSET', 3), ('DECISION_ONSET', 4), ('SELECTOR_MOVEMENT', 5), ('FINAL_LOCATION', 6), ('OUTCOME_SIDE', 7), ('NEGATIVE_OUTCOME_SHOWN', 8), ('POSITIVE_OUTCOME_SHOWN', 9), ('POINTS_AWARDED', 10), ('TOTAL_POINTS', 11), ('VAS_RATING', 12), ('POST_RATING', 13)], For ratings the trial number is negative and used to identify the question being rated.  VAS ratings are in the order pleasant-unpleasant-intense and are from 0 (not at all) to 100 (very much) 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
NA,NA,1,-0.00497434091062,NA,NA,NA
NA,NA,2,32.5638574492,32.5688317901,NA,NA
0,10204,3,32.5798296621,NA,NA,NA
0,10204,4,35.5851673229,NA,NA,NA
0,10204,6,39.5689216982,NA,NA,4.0
0,10204,7,39.5920120276,-1,NA,1
0,10204,9,39.5920120276,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/images/PI/2383_Secretary.gif \\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/sounds/IADSPA/705_RotaryDial.aiff
0,10204,10,45.6020524292,NA,NA,0.0
0,10204,11,45.6020524292,NA,NA,0.0
1,01064,3,47.5883932407,NA,NA,NA
1,01064,4,58.5901109741,NA,NA,NA
1,01064,6,62.5689216982,NA,NA,4.0
1,01064,7,62.5800061396,-1,NA,1
1,01064,8,62.5800061396,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/images/NI/2352_2_BloodyKiss.gif \\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/sounds/IADSNA/277_FemScream3.aiff
1,01064,10,68.6071796855,NA,NA,6.0
1,01064,11,68.6071796855,NA,NA,6.0
2,00024,3,70.5764024631,NA,NA,NA
2,00024,4,77.588160028,NA,NA,NA
2,00024,6,81.5689208428,NA,NA,4.0
2,00024,7,81.5784993809,NA,NA,-1
2,00024,9,81.5784993809,NA,NA,\\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/images/PI/2515_Harvest.gif \\isilon1\homefolders\rkuplicki\Documents\StimTool\ApproachAvoidanceConflict\media/sounds/IADSPA/810_Beethoven.aiff
2,00024,10,87.6053741409,NA,NA,0.0
2,00024,11,87.6053741409,NA,NA,6.0
3,01044,3,89.5748535094,NA,NA,NA
3,01044,4,97.5880228945,NA,NA,NA
3,01044,5,98.6116044529,1.02358155841,-1,3.0
3,01044,5,98.7877218848,1.19969899037,-1,2.0
3,01044,5,98.9715980552,1.38357516075,-1,1.0
